word、PPT	生物信息工程师
Unix/Linux/BSD Devel-C#	软件工程师,售后服务技术员,c#   .net 开发,研发类,程序员
Oracle|	java
网络营销	美工设计
MS office	内控专员,人力资源专员；人事专员
C#编程语言	项目管理
Spring	java软件工程师,java开发工程师,Java工程师,项目经理,Java软件工程师,项目成员,软件工程师,java软件开发,开发工程师
会mastercam编程	机械设计工程师
熟悉HTML、XML、JavaScrip	Java软件工程师
熟练掌握主流的java 开发工具，如MyEclipse, eclipse等	java软件程序员
IBM DB2	外汇交易,软件测试工程师
Visual FoxPro	行政助理、专员 会计助理、出纳 ,人力资源助理,俄语教师或翻译,助理施工员,市场部
熟悉Oracle、sqlserver等	java程序员
仪器/仪表	电气技术员
全国计算机等级考试三级网络	java工程师
Groovy编程语言	测试经理 高级软件测试工程师
PowerPC	嵌入式软件工程师
Adobe Photoshop	机械设计工程师,设计师,机械工程师,翻译,产品经理,平面设计师,网站编辑,储备干部,交互设计,网页设计师
VxWorks	部门经理、项目经理、软件工程师,软件工程师
用友ERP	财务类,会计,人事主管/经理,财务经理
linix	软件工程师
Linux系统操作	软件工程师
人力资源管理	人事专员,人事助理,副总经理\行政总监\人力资源总监\书记,人力资源及行政经理,总经理助理，企业管理，战略管理,绩效薪酬专员,买手助理、管理培训生、奢侈品导购,总经理 副总经理 董事长助理 总经理助理 行政人事,行政/人事/人力资源总监,信息部部长
CROWDRAW	跟单员、单证员、船务、经理助理
Access	数据分析专员,数据分析,咨询顾问/数据分析师,会计
abap	abap
ExtJS、Jquery	Java软件工程师
Spring2.5	java程序员
语言学	翻译,实习生
OFFICE	建筑设计师,机械工程师,电气工程师,PDMS,技术部经理/生产部经理,模具设计师,公司客户经理,进口仪器销售及售后服务,软件工程师,无
助理物流师	人事助理,咨询顾问，物流与供应链管理，采购等职位
J2EE 开发经验	android 软件工程师
step7编程200/300	电气工程师
需求分析	Business Analyst,需求分析工程师,行业咨询师、顾问
会声会影	财务管理,银行柜员,客服,管理培训生,人事专员
Excel VBA	数据分析师
熟悉使用MFC 及windows  AP	软件工程师
网络互联	系统工程师
给排水设计	施工设计类职位,设计部,给排水
tcp/ip协议	嵌入式软件工程师
autform	Stamping Engineer
数控加工	物流专员,数控操作，设计，AUTICAD,UG.制图，加工中心
助理电子商务师（高级）	售前/售后客服
css3	前端
成本分析	会计经理
计算机二级C语言	物流经理,机械工程师,行业研究员
熟悉负载均衡	运维工程师
产品设计	工业设计,产品经理,产品设计,活动策划\渠道拓展,产品工程师,陶瓷设计师，产品外观设计师，包装设计师，平面设计师,工业设计师助理
熟练java语言,具备扎实的编程功底	JAVA工程师
商务谈判	英语教师,外贸业务,大客户经理,商务拓展,商务主管
Mysql，SQL Server	软件开发
javascript编程	市场推广
alutim design	测试工程师
驾驶证c1	影视后期剪辑/摄影摄像/导演助理/摄影摄像师助理/灯光师助理
C-- 汇编语言	销售工程师
icepak	热设计工程师
招生咨询	区域主管，市场助理，物流管理
产品管理	产品经理,售前 售后 技术支持 客服主管 产品经理
CISCO	网管
VC++,Java 	高级软件工程师、开发主管
人力资源分析	人力资源相关,Consulting,Management,Logistic
VSS ( Visual Source Safe )	软件工程师,软件测试工程师
熟练使用EXCEL，WORD等办公软件	会计、资金专员、风险管理、经营分析
Android 、Java程序设计	嵌入式工程师
Web编程	java软件开发工程师,java程序员
web开发	IOS开发设计
熟练使用PPT软件	行政经理
施工期管理	项目部技术员或者施工员,工程施工员
C/C++ LINUX	C/C++ 软件开发工程师
Revit Architecture	设计师
Office Applications-MS OneNote	审计员
oringe	市场分析/调研员
SQL	软件工程师,网络维护,软件实施,Java软件工程师,数据分析经理,.NET工程师,java工程师,C#高级软件工程师,软件测试,高级程序员
html+css+js、jQuery、A	java软件工程师
Office-Powerpoint	营销经理
PKPM	结构工程师
搜索引擎	销售工程师
熟悉Office办公软件	会计财务助理
javaWEB 和SSH框架	Java开发工程师
Stata等统计软件	经济及财务类
各类办公软件	锻造工程师,造价员
PDM数据库系统	新产品 质量品质工程师
食品研发	销售顾问
Microsoft PPT	品质工程师
驾照c本	人事经理
化学	化学教师
存储技术	系统集成项目经理
jsp/servlet/tomcat	软件工程师
研磨	研磨工,制图员
文案写作	销售助理 营销 公关,行政文秘,兼职文案,平面设计师,技术类人员,电子商务项目经理\淘宝店长\淘宝运营,文案策划 品牌专员 企划专员 市场助理
员工关系	培训经理/主管、人力资源经理/主管
电子商务支付系统	行政经理
Caxa	机械工程师
struts1/struts2	java软件工程师
熟练使用Eclipse、Myeclips	java程序员
VB.net	高级软件工程师，数据库管理员，数据库开发工程师，项目经理,工程师,初级软件工程师
Unix/Linux	软件测试工程师
kettle	数据分析
UG、Autoform	冲压工艺工程师
RoboHelp	技术文档工程师
有限元分析	mechaical engineer,兼职教师,机电一体化,机械工程师
保险销售	三亚二区的人力兼乐东营销服务部内勤负责人
UGNX绘图	管理，设计
UI设计	平面设计师  设计主管 淘宝平面设计师
财务软件	审计助理
word,excel,powerpoin	IOS开发工程师
磁共振成像 (MRI)	产品经理
dede织梦CMS二 次开发	php程序员
国家计算机2级	区域经理
高中教师资格证	海外学院教学部,高中教师
word  excel	预算员
WORD EXCEL	工程师
Dremweaver	UI设计
html、div、css	java软件开发工程师
Robot	测试总监
项目管理软件	项目经理
java技术	java开发工程师
Microsoft SQL Server 2000	软件开发工程师,软件工程师,网络运营总监,系统运维,软件测试工程师,SAP SalesConsulstant,售后客服,.net软件工程师,人事行政助理兼市场部助理,技术工程师
平面软件ps AI cd	产品设计师
熟悉oracle数据库	JAVA软件工程师
Microsoft SQL Server 2005	软件工程师,软件售前工程师,java软件工程师,C#软件工程师 .net程序员
SQL/Server/Oracle My	软件开发工程师
JDBC	软件工程师,软件测试工程师
C++，VC	软件研发工程师
IsaGraf的使用	Electrical engineer
SHS框架	java软件开发
零售销售	翻译
spring MVC	Java软件工程师
system-linux develop	产品经理
全国二级	汽车区域经理
UG	焊接工程师,模具设计师,焊装工艺员,机械设计师,无,专利代理人,品质工程师,机械工程师,白车身工程师,机械设计
powerpoint	会计,报关员,文员,会计助理,施工员,兼职教师,软件工程师,报检员,与日语有关的职位,IE工程师
专利申请	学生
掌握计算机组成原理，电脑DIY组装与维护	电子工程师
ms、ps	行政类、外贸类、董事长秘书
大学英语六级 	人事专员
javascript&jquery	软件工程师
ＩＳＯ内审员	产品经理、销售工程师
绘图软件	施工员,机械工程师,电气工程师,设计工程师,生产计划元
高级测量工	预算员
3Dmax	与包装有关的职业,景观设计师助理,后期 剪辑,设计总监/指导,市场企划部经理,橱窗设计,建筑设计助理,活动执行
计算机	出纳,技术支持工程师,外贸跟单、采购、市场策划,无,培训生,公关、公共事务、品牌,翻译，老师，外企,销售,生产计划主管,人力资源助理
计算机四级	行政人事
TCL编程	自动化工程师
视频编辑	财务
Rhinoceros	鞋产品设计师
零件检测与测绘；使用Catia进行零件设计与三维绘图，以及使用Caxa电子图版绘图	机械设计
办公软件（MS word, excel)	财务总监
预结算、招投标、安装算量	注册造价工程师
mysql/oracle	android手机应用开发
Word、Excel等	财务、会计、出纳
Ajax	java软件开发工程师,java程序员,软件工程师、项目经理,软件开发工程师
Unix/Linux/BSD Devel-C	嵌入式软件工程师,软件工程师,网站编辑,工程师,unix c 开发工程师,数字设计/验证工程师,供应商质量管理,高级测试经理,高级软件工程师,嵌入式linux工程师
实验室分析	生产助理
广告	外贸业务员 法语翻译
TIVOLi应用	项目主管
计算机系统安装	销售总监
基站	经理助理
图形处理	区域销售经理/业务经理
Web Develop-Python	软件工程师,信息部经理,产品经理,市场部专员,工艺研发工程师
jQuery easyui 	java软件工程师
flash开发	营销经理
思科	linux运维
内外网络组建、系统、软硬件维护	品控主管
软件设计与架构	软件经理
Java IDE (集成开发环境)	软件工程师,工程师,PHP Programmer,软件测试,java软件工程师,java初级工程师
memcache缓存	Web开发工程师
弱电（综合布线、安防、视频会议）安装调试	系统集成项目经理
Design/Media-3dStudio Max	三维动画,销售代表,建筑设计师,店面形象设计师,产品策划/产品专业,设计工程师+工艺工程师+pack工程师,工程副总,资深设计师,供应链主管/专员,软件测试
ExtJs	java高级软件工程师,android
项目管理专业人员资格认证(PMP)	项目经理,软件质量管理（SQA）,产品经理,测试经理, 项目经理,PMO/Portfolio/Program/Project Management,总裁/副总裁,采购经理,战略规划
财务报表	财务总监,财务主管,会计助理
Spring Struts Hibern	java工程师
Windows Develop-Visual Basic	软件工程师,嵌入式软件工程师,工程师,高级分析师,无,销售管理,经理助理,销售助理,生物，制药,财务经理,研发主管
Design/Media-rhino	工业设计师
CAD （计算机辅助设计和制图）	人力资源
精通计算机 	销售经理
系统集成各系统	系统集成销售部门经理
Gtk GUI (图形用户界面)工具包	软件工程师 软件测试
简单SQL和linux命令	软件测试工程师
幼儿教育	幼儿教师 小学教师,教师、培训师、人事行政类
预算员认证	预算员，施工员
QTP自动化工具	软件测试
英语	英语翻译,经理助理,总经理助理,会计助理,生产部经理助理,培训主管,质量经理、总监,电子商务,日语外贸,财务会计
DSP2000系列电机驱动程序开发	无
SPSS统计包	数据分析,综合类、职能类、咨询类,理财经理,人事专员 市场专员,全职,管理培训生,运营专员,人力资源管理/咨询/高管助理,行政专员,管理
Design/Media-Director	市场活动/推广专员
工具和模具制造	the mechnical
Dreamwaver	市场营销专员
html+css	Java工程师
峡光工程量清单计价软件	造价工程师
ASAP	光学工程师
microsoft word、excel、powerpoint	电气类
工程预算报价等文件处理	机电工程师
Proe三维制图	机械电子设计
熟悉linux 系统操作使用及命令行	软件测试
营销策略	 项目专员,区域经理 销售经理 销售,企业综合管理,蒙牛乳业（北京）有限责任公司,销售、市场,渠道经理、大区经理、市场部经理。,企划总监、营销总监,会计员
Macromedia Flash	 网站策划；网站营运经理/主管；市场/营销/拓展主管；产品/品牌主管；活动策划,产品经理
coredraw	工业设计师
三级数据库语言	电气工程师
DXP	动力环境监控工程师
AUTUCAD2013	机械设计工程师
objective-c	C++软件工程师,iOS开发工程师,高级软件工程师
基本数据存储方式	Android软件工程师
solidworks，proE	工程师助理
VisualBasic	产品研发
